Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 1,In a 100 m race A can give B 10 m and C 28 m. In the same race B can give C:,18 m,20 m,27 m,9 m,B,A:B=100:90A:C=100:72B:C=BAÃ—AC=90100Ã—10072=9072When B runs 90 m C runs 72 m.When B runs 100m C run(7290Ã—100)m=80mâˆ´ B can give C 20m
Question  2,A and B take part in 100 m race. A runs at 5 kmph. A gives B a start of 8 m and still beats him by 8 seconds. The speed of B is:,5.15 kmph,4.14 kmph,4.25 kmph,4.4 kmph,B,A sspeed=(5Ã—518)m/sec=2518m/secTimetakenbyAtocover100m=(100Ã—1825)sec=72secâˆ´TimetakenbyBtocover92m=(72+8)=80secâˆ´Bâ€_sspeed=(9280Ã—185)kmph=4.14kmph
Question 3,In a 500 m race the ratio of the speeds of two contestants A and B is 3 : 4. A has a start of 140 m. Then A wins by:,60 m,40 m,20 m,10 m,C, To reach the winning post A will have to cover a distance of (500 - 140)m i.e. 360 m.While A covers 3 m B covers 4 m.While A covers 360 m B covers (4/3 * 360) m = 480 m.Thus when A reaches the winning post B covers 480 m and therefore remains 20 m behind.âˆ´ A wins by 20 m.
Question 4,In a 100 m race A beats B by 10 m and C by 13 m. In a race of 180 m B will beat C by:,5.4 m,4.5 m,5 m,6 m,D,A:B=100:90A:C=100:87BC=BAÃ—AC=90100Ã—10087=3029WhenBruns180mCruns(2930Ã—180)m=174mâˆ´BbeatsCby(180âˆ’174)m=6m
Question 5,At a game of billiards A can give B 15 points in 60 and A can give C to 20 points in 60. How many points can B give C in a game of 90?,30 points,20 points,10 points,12 points,C,A:B=60:45A:C=60:40âˆ´BC=(BAÃ—AC)=(4560Ã—6040)=4540=9080=90:80âˆ´BcangiveC10pointsinagameof90
Question 6,In a race of 200 m A can beat B by 31 m and C by 18 m. In a race of 350 m C will beat B by:,22.75 m,25 m,19.5 m,7 4/7 m,B,A:B=200:169A:C=200:182CB=(CAÃ—AB)=(182200Ã—200169)=182:169WhenCcovers182mBcovers169mWhenCcovers350mBcovers(169182Ã—350)m=325mThereforeCbeatsBby(350âˆ’325)m=25m
Question 7,In 100 m race A covers the distance in 36 seconds and B in 45 seconds. In this race A beats B by:,20 m,25 m,22.5 m,9 m,A,DistancecoveredbyBin9sec=(10045Ã—9)m=20mâˆ´AbeatsBby20metres
Question 8,In a game of 100 points A can give B 20 points and C 28 points. Then B can give C:,8 points,10 points,14 points,40 points,B,A:B=100:80A:C=100:72âˆ´BC=(BAÃ—AC)=(80100Ã—10072)=109=10090=100:90âˆ´BcangiveC10points
Question 9,In a 200 metres race A beats B by 35 m or 7 seconds. A's time over the course is:,40 sec,47 sec,33 sec,None of these,C,Bruns35min7secâˆ´Bcovers200min(735Ã—200)=40secBâ€_stimeoverthecourse=40secâˆ´Aâ€_stimeoverthecourse(40âˆ’7)sec33sec
Question 10,A can run 22.5 m while B runs 25 m. In a kilometre race B beats A by:,100 m,111 1/9 m,25 m,50 m,A,WhenBruns25mAruns452mWhenBruns1000mAruns=(452Ã—125Ã—1000)m=900mâˆ´BbeatsAby100m
Question 11,In a 300 m race A beats B by 22.5 m or 6 seconds. B's time over the course is:,86 sec,80 sec,76 sec,None of these,B,Bruns452min6secâˆ´Bcovers300min(6Ã—245Ã—300)sec=80sec
Question 12,A runs 12/3 times as fast as B. If A gives B a start of 80 m how far must the winning post be so that A and B might reach it at the same time?,200 m,300 m,270 m,160 m,A,RatioofspeedsofAandB=53:1=5:3Thusinraceof5mAgains2moverB2maregainedbyAinaraceof5m80mwillbegainedbyAinaraceof(52Ã—80)m=200mâˆ´Winningpostis200mawayfromthestartingpoint
Question 13,In a 100 m race A can beat B by 25 m and B can beat C by 4 m. In the same race A can beat C by:,21 m,26 m,28 m,29 m,C,A:B=100:75B:C=100:96âˆ´A:C=(ABÃ—BC)=(10075Ã—10096)=10072100:72âˆ´AbeatsCby=(100âˆ’72)m=28m
Question 14,If a:b:c = 3:4:7 then the ratio (a+b+c):c is equal to,2:01,14:03,7:02,1:02,A, (a+b+c) = 3+4+7 = 14 andc = 7 Then (a+b+c):c = 2:1.
Question 15,The number of students in 3 classes is in the ratio 2:3:4. If 12 students are increased in each class this ratio changes to 8:11:14. The total number of students in the three classes in the beginning was,162,108,96,54,A, Let the number of students in the classes be 2x 3x and 4x respectively;Total students = 2x+3x+4x = 9x.According to the question(2x+12)/(3x+12) = 8/1124x+96 = 22x+132Or 2x = 132-96Or x = 36/2 = 18Hence Original number of students9x = 9*18 = 162.
Question 16,A box has 210 coins of denominations one-rupee and fifty paise only. The ratio of their respective values is 13:11. The number of one-rupee coin is,65,66,77,78,D, Respective ratio of the number of coins;= 13:11*2 = 13:22Hence Number of 1 rupee coins;= 13*210/(13+22) = 78.
Question 17,If 2/3 of A=75% of B=0.6 of C then A:B:C is,2:03:03,3:04:05,4:05:06,9:08:10,D, According to the questionOr (2A/3) = (75B/100) = (C*6/10);Above relation gives;A*2/3 = B*3/4;â†’ A/B = 9/8;AndB*3/4 = C*3/5;â†’ B/C = 8:10;ThusA:B:C = 9:8:10.
Question 18,If A and B are in the ratio 3:4 and B and C in the ratio 12:13 then A and C will be in the ratio,3:13,9:13,36:13:00,13:09,B, (A/B)*(B/C) = (3/4)*(12/13);Or A/C = 36/52 = 9:13.
Question 19,The salaries of A B and C are in the ratio 1:3:4. If the salaries are increased by 5% 10% and 15% respectively then the increased salaries will be in the ratio,20:66:95,21:66:96,21:66:92,19:66:92,C, Let A's Salary = Rs. 100Then B's Salary = Rs. 300And C's Salary = Rs 400Salary has given in 1:3:4 ratio.Now5% increase in A's SalaryA's new Salary = (100 + 5% of 100) = Rs. 105.B's Salary increases by 10% ThenB's new Salary = (300 + 10% of 200) = Rs. 330.C's Salary increases by 15%C's new Salary = (400 + 15% of 400) = Rs. 460.Then ratio of increased SalaryA:B:C = 105:330:460 = 21:66:92.Alternative100(A's salary)===5%â†‘===> 105(A's increased salary);300 (B's salary)===10%â†‘===>330 (B's increased salary);400 (C's salary)===15%â†‘===> 460 (C's increased salary).Ratio of their increased salary = 105:330:480 = 21:66:92
Question 20,If A:B = 2:3 and B:C = 4:5 then A:B:C is,2:03:05,5:04:06,8:12:15,6:04:05,C,A/B = 2/3;B/C = 4/5;A:B:C = 2*4:3*4:3*5 = 8:12:15.
Question 21,If two times A is equal to three times of B and also equal to four times of C then A:B:C is,2:03:04,3:04:02,4:06:03,6:04:03,D, 2A = 3B;Or B = (2/3)A; And 2A = 4C;Or C = (1/2)A;Hence A:B:C = A:2A/3:A/2 = 1:2/3:1/2 = 6:4:3.
Question 22,In a school having roll strength 286 the ratio of boys and girls is 8:5. If 22 more girls get admitted into the school the ratio of boys and girls becomes,12:07,10:07,8:07,4:03,D, Boys: girls = 8:5; (let the boys = 8x; girl = 5x)Total strength = 286;8x+5x = 286;13x = 286;Or x = 286/13 = 22;Boys = 176 and girls = 110;22 more girls get admitted then number of girls become(5x+22) = 110+22 = 132;Now new ratio of boys and girls = 176:132 = 4:3.
Question 23,Two numbers are in ratio 4:5 and their LCM is 180. The smaller number is,9,15,36,45,C, Let two numbers be 4x and 5x;their LCM = 180 and HCF = x; Now1st number * 2nd number = LCM*HCFOr 4x*5x = 180*x;Or 20x = 180;Or x = 9;then the smaller number = 4*9 = 36.
Question 24,If A:B = 2:3 B:C = 4:5 and C:D = 5:9 then A:D is equal to:,11:17,8:27,5:09,2:09,B,A/D = (A/B)*(B*C)*(C/D)= (2/3)*(4/5)*(5/9)= (2*4*5)/(3*5*9)= 8/27.
Question 25,In a class the number of girls is 20% more than that of the boys. The strength of the class is 66. If 4 more girls are admitted to the class the ratio of the number of boys to that of the girls is,1:02,3:04,1:04,3:05,B, Girls:boys = 6:5;Hence girls = 6*66/11 = 36;Boys = 30;New ratio 30:(36+4) = 3:4.
Question 26,What must be added to each term of the ratio 7:11 So as to make it equal to 3:4?,8,7.5,6.5,5,D, Let x be added to each term.According to question(7+x)/(11+x) = 3/4;Or 33+3x = 28+4x;Or x = 5.
